virus,tree,peptide,dNdS,fract,meandNdS
HCVr,HCVr_6,NS5B_RdRp,0.207,0.196,0.2156141
HCVr,HCVr_6,p7,0.2801,0.021,0.2156141
HCVr,HCVr_7,C,0.2144,0.063,0.1779903
HCVr,HCVr_7,E1,0.269,0.064,0.1779903
HCVr,HCVr_7,E2,0.2425,0.12,0.1779903
HCVr,HCVr_7,NS2,0.2969,0.072,0.1779903
HCVr,HCVr_7,NS3_prot-hel,0.0809,0.209,0.1779903
HCVr,HCVr_7,NS4A,0.1564,0.018,0.1779903
HCVr,HCVr_7,NS4B,0.0563,0.087,0.1779903
HCVr,HCVr_7,NS5A,0.2014,0.149,0.1779903
HCVr,HCVr_7,NS5B_RdRp,0.1915,0.196,0.1779903
HCVr,HCVr_7,p7,0.2203,0.021,0.1779903
HCVr,HCVr_8,C,0.1619,0.063,0.2294188
HCVr,HCVr_8,E1,0.2888,0.064,0.2294188
HCVr,HCVr_8,E2,0.3757,0.12,0.2294188
HCVr,HCVr_8,NS2,0.1841,0.072,0.2294188
HCVr,HCVr_8,NS3_prot-hel,0.1973,0.209,0.2294188
HCVr,HCVr_8,NS4A,0.0338,0.018,0.2294188
HCVr,HCVr_8,NS4B,0.1877,0.087,0.2294188
HCVr,HCVr_8,NS5A,0.2881,0.149,0.2294188
HCVr,HCVr_8,NS5B_RdRp,0.1805,0.196,0.2294188
HCVr,HCVr_8,p7,0.2818,0.021,0.2294188
HCVr,HCVr_9,C,0.1961,0.063,0.2264832
HCVr,HCVr_9,E1,0.2605,0.064,0.2264832
HCVr,HCVr_9,E2,0.3126,0.12,0.2264832
HCVr,HCVr_9,NS2,0.29,0.072,0.2264832
HCVr,HCVr_9,NS3_prot-hel,0.1342,0.209,0.2264832
HCVr,HCVr_9,NS4A,0.1537,0.018,0.2264832
HCVr,HCVr_9,NS4B,0.2254,0.087,0.2264832
HCVr,HCVr_9,NS5A,0.3012,0.149,0.2264832
HCVr,HCVr_9,NS5B_RdRp,0.1983,0.196,0.2264832
HCVr,HCVr_9,p7,0.2331,0.021,0.2264832
HCVr,HCVr_main,C,0.13165,0.063,0.0722318
HCVr,HCVr_main,E1,0.08605,0.064,0.0722318
HCVr,HCVr_main,E2,0.07295,0.12,0.0722318
HCVr,HCVr_main,NS2,0.0955,0.072,0.0722318
HCVr,HCVr_main,NS3_prot-hel,0.0309,0.209,0.0722318
HCVr,HCVr_main,NS4A,0.04005,0.018,0.0722318
HCVr,HCVr_main,NS4B,0.0437,0.087,0.0722318
HCVr,HCVr_main,NS5A,0.07745,0.149,0.0722318
HCVr,HCVr_main,NS5B_RdRp,0.0942,0.196,0.0722318
HCVr,HCVr_main,p7,0.0865,0.021,0.0722318
HCVr,HCVr_sub1,C,0.12,0.063,0.1044239
HCVr,HCVr_sub1,E1,0.1627,0.064,0.1044239
HCVr,HCVr_sub1,E2,0.0991,0.12,0.1044239
HCVr,HCVr_sub1,NS2,0.1415,0.072,0.1044239
HCVr,HCVr_sub1,NS3_prot-hel,0.0408,0.209,0.1044239
HCVr,HCVr_sub1,NS4A,0.10855,0.018,0.1044239
HCVr,HCVr_sub1,NS4B,0.03835,0.087,0.1044239
HCVr,HCVr_sub1,NS5A,0.12805,0.149,0.1044239
HCVr,HCVr_sub1,NS5B_RdRp,0.1481,0.196,0.1044239
HCVr,HCVr_sub1,p7,0.1165,0.021,0.1044239
HCVr,HCVr_sub2and5,C,0.1329,0.063,0.0780215
HCVr,HCVr_sub2and5,E1,0.095,0.064,0.0780215
HCVr,HCVr_sub2and5,E2,0.083,0.12,0.0780215
HCVr,HCVr_sub2and5,NS2,0.1153,0.072,0.0780215
HCVr,HCVr_sub2and5,NS3_prot-hel,0.033,0.209,0.0780215
HCVr,HCVr_sub2and5,NS4A,0.0961,0.018,0.0780215
HCVr,HCVr_sub2and5,NS4B,0.0337,0.087,0.0780215
HCVr,HCVr_sub2and5,NS5A,0.0774,0.149,0.0780215
HCVr,HCVr_sub2and5,NS5B_RdRp,0.1029,0.196,0.0780215
HCVr,HCVr_sub2and5,p7,0.0975,0.021,0.0780215
HCVr,HCVr_sub3,C,0.17115,0.063,0.11406065
HCVr,HCVr_sub3,E1,0.13035,0.064,0.11406065
HCVr,HCVr_sub3,E2,0.1907,0.12,0.11406065
HCVr,HCVr_sub3,NS2,0.10755,0.072,0.11406065
HCVr,HCVr_sub3,NS3_prot-hel,0.0508,0.209,0.11406065
HCVr,HCVr_sub3,NS4A,0.0263,0.018,0.11406065
HCVr,HCVr_sub3,NS4B,0.064,0.087,0.11406065
HCVr,HCVr_sub3,NS5A,0.10845,0.149,0.11406065
HCVr,HCVr_sub3,NS5B_RdRp,0.1476,0.196,0.11406065
HCVr,HCVr_sub3,p7,0.12195,0.021,0.11406065
HCVr,HCVr_sub4,C,0.1281,0.063,0.09083855
HCVr,HCVr_sub4,E1,0.10135,0.064,0.09083855
HCVr,HCVr_sub4,E2,0.0946,0.12,0.09083855
HCVr,HCVr_sub4,NS2,0.14775,0.072,0.09083855
HCVr,HCVr_sub4,NS3_prot-hel,0.04045,0.209,0.09083855
HCVr,HCVr_sub4,NS4A,0.04355,0.018,0.09083855
HCVr,HCVr_sub4,NS4B,0.04025,0.087,0.09083855
HCVr,HCVr_sub4,NS5A,0.1063,0.149,0.09083855
HCVr,HCVr_sub4,NS5B_RdRp,0.1179,0.196,0.09083855
HCVr,HCVr_sub4,p7,0.12405,0.021,0.09083855
HCVr,HCVr_sub6,C,0.0932,0.063,0.0638331
HCVr,HCVr_sub6,E1,0.0738,0.064,0.0638331
HCVr,HCVr_sub6,E2,0.06515,0.12,0.0638331
HCVr,HCVr_sub6,NS2,0.0876,0.072,0.0638331
HCVr,HCVr_sub6,NS3_prot-hel,0.02345,0.209,0.0638331
HCVr,HCVr_sub6,NS4A,0.03585,0.018,0.0638331
HCVr,HCVr_sub6,NS4B,0.03525,0.087,0.0638331
HCVr,HCVr_sub6,NS5A,0.0712,0.149,0.0638331
HCVr,HCVr_sub6,NS5B_RdRp,0.0894,0.196,0.0638331
HCVr,HCVr_sub6,p7,0.1128,0.021,0.0638331
HDV,HDV_1,LHDAg,0.3123,0.095,0.41877325
HDV,HDV_1,SHDAg,0.42995,0.902,0.41877325
HDV,HDV_2,LHDAg,0.02,0.095,0.357203
HDV,HDV_2,SHDAg,0.3926,0.902,0.357203
HDV,HDV_3,LHDAg,0.1936,0.095,0.4403935
HDV,HDV_3,SHDAg,0.4663,0.902,0.4403935
HDV,HDV_4,LHDAg,0.1991,0.095,0.260097
HDV,HDV_4,SHDAg,0.2665,0.902,0.260097
HDV,HDV_main,LHDAg,0.381,0.095,0.4377435
HDV,HDV_main,SHDAg,0.4437,0.902,0.4377435
HDV,HDV_sub1,LHDAg,0.203,0.095,0.420019
HDV,HDV_sub1,SHDAg,0.4428,0.902,0.420019
HDV,HDV_sub2,LHDAg,0.5637,0.095,0.4691275
HDV,HDV_sub2,SHDAg,0.4592,0.902,0.4691275
HDV,HDV_sub3,LHDAg,0.2192,0.095,0.376489
HDV,HDV_sub3,SHDAg,0.393,0.902,0.376489
HMPV,HMPV_1,F,0.0877,0.129,0.1456915
HMPV,HMPV_1,G,0.66645,0.057,0.1456915
HMPV,HMPV_1,L,0.0952,0.481,0.1456915
HMPV,HMPV_1,M,0.0202,0.061,0.1456915
HMPV,HMPV_1,M2_1,0.1586,0.045,0.1456915
HMPV,HMPV_1,M2_2,0.2592,0.017,0.1456915
HMPV,HMPV_1,N,0.03205,0.095,0.1456915
HMPV,HMPV_1,P,0.2084,0.071,0.1456915
HMPV,HMPV_1,SH,0.45415,0.044,0.1456915
HMPV,HMPV_2,F,0.0415,0.129,0.1330232
HMPV,HMPV_2,G,0.7113,0.057,0.1330232
HMPV,HMPV_2,L,0.0755,0.481,0.1330232
HMPV,HMPV_2,M,0.0244,0.061,0.1330232
HMPV,HMPV_2,M2_1,0.1059,0.045,0.1330232
HMPV,HMPV_2,M2_2,0.2348,0.017,0.1330232
HMPV,HMPV_2,N,0.0255,0.095,0.1330232
HMPV,HMPV_2,P,0.2131,0.071,0.1330232
HMPV,HMPV_2,SH,0.523,0.044,0.1330232
HMPV,HMPV_main,F,0.055,0.129,0.1506999
HMPV,HMPV_main,G,0.7304,0.057,0.1506999
HMPV,HMPV_main,L,0.1053,0.481,0.1506999
HMPV,HMPV_main,M,0.02,0.061,0.1506999
HMPV,HMPV_main,M2_1,0.1771,0.045,0.1506999
HMPV,HMPV_main,M2_2,0.2185,0.017,0.1506999
HMPV,HMPV_main,N,0.0223,0.095,0.1506999
HMPV,HMPV_main,P,0.2117,0.071,0.1506999
HMPV,HMPV_main,SH,0.4834,0.044,0.1506999
HMPV,HMPV_sub1,F,0.08235,0.129,0.11519505
HMPV,HMPV_sub1,G,0.6639,0.057,0.11519505
HMPV,HMPV_sub1,L,0.0341,0.481,0.11519505
HMPV,HMPV_sub1,M,0.0205,0.061,0.11519505
HMPV,HMPV_sub1,M2_1,0.11995,0.045,0.11519505
HMPV,HMPV_sub1,M2_2,0.2671,0.017,0.11519505
HMPV,HMPV_sub1,N,0.0674,0.095,0.11519505
HMPV,HMPV_sub1,P,0.18185,0.071,0.11519505
HMPV,HMPV_sub1,SH,0.45055,0.044,0.11519505
HMPV,HMPV_sub2,F,0.0368,0.129,0.1355198
HMPV,HMPV_sub2,G,0.7088,0.057,0.1355198
HMPV,HMPV_sub2,L,0.0833,0.481,0.1355198
HMPV,HMPV_sub2,M,0.0232,0.061,0.1355198
HMPV,HMPV_sub2,M2_1,0.0959,0.045,0.1355198
HMPV,HMPV_sub2,M2_2,0.2339,0.017,0.1355198
HMPV,HMPV_sub2,N,0.0235,0.095,0.1355198
HMPV,HMPV_sub2,P,0.221,0.071,0.1355198
HMPV,HMPV_sub2,SH,0.5153,0.044,0.1355198
HRSV,HRSV_1,F,0.15515,0.126,0.163808
HRSV,HRSV_1,G,0.54445,0.066,0.163808
HRSV,HRSV_1,L,0.1081,0.477,0.163808
HRSV,HRSV_1,M,0.11765,0.056,0.163808
HRSV,HRSV_1,M2-1,0.22855,0.043,0.163808
HRSV,HRSV_1,M2-2,0.52205,0.02,0.163808
HRSV,HRSV_1,N,0.0317,0.086,0.163808
HRSV,HRSV_1,NS1,0.2198,0.031,0.163808
HRSV,HRSV_1,NS2,0.26445,0.027,0.163808
HRSV,HRSV_1,P,0.1556,0.053,0.163808
HRSV,HRSV_1,SH,0.35555,0.014,0.163808
HRSV,HRSV_2,F,0.1568,0.126,0.1170609
HRSV,HRSV_2,G,0.3761,0.066,0.1170609
HRSV,HRSV_2,L,0.0827,0.477,0.1170609
HRSV,HRSV_2,M,0.0233,0.056,0.1170609
HRSV,HRSV_2,M2-1,0.1256,0.043,0.1170609
HRSV,HRSV_2,M2-2,0.398,0.02,0.1170609
HRSV,HRSV_2,N,0.02,0.086,0.1170609
HRSV,HRSV_2,NS1,0.0603,0.031,0.1170609
HRSV,HRSV_2,NS2,0.206,0.027,0.1170609
HRSV,HRSV_2,P,0.0689,0.053,0.1170609
HRSV,HRSV_2,SH,0.3975,0.014,0.1170609
HRSV,HRSV_3,F,0.0747,0.126,0.1503097
HRSV,HRSV_3,G,0.6602,0.066,0.1503097
HRSV,HRSV_3,L,0.1134,0.477,0.1503097
HRSV,HRSV_3,M,0.02,0.056,0.1503097
HRSV,HRSV_3,M2-1,0.1547,0.043,0.1503097
HRSV,HRSV_3,M2-2,0.4218,0.02,0.1503097
HRSV,HRSV_3,N,0.02,0.086,0.1503097
HRSV,HRSV_3,NS1,0.023,0.031,0.1503097
HRSV,HRSV_3,NS2,0.2864,0.027,0.1503097
HRSV,HRSV_3,P,0.2292,0.053,0.1503097
HRSV,HRSV_3,SH,0.3365,0.014,0.1503097
HRSV,HRSV_4,F,0.16205,0.126,0.1544408
HRSV,HRSV_4,G,0.6109,0.066,0.1544408
HRSV,HRSV_4,L,0.1157,0.477,0.1544408
HRSV,HRSV_4,M,0.02515,0.056,0.1544408
HRSV,HRSV_4,M2-1,0.22915,0.043,0.1544408
HRSV,HRSV_4,M2-2,0.55105,0.02,0.1544408
HRSV,HRSV_4,N,0.0219,0.086,0.1544408
HRSV,HRSV_4,NS1,0.03195,0.031,0.1544408
HRSV,HRSV_4,NS2,0.15415,0.027,0.1544408
HRSV,HRSV_4,P,0.11915,0.053,0.1544408
HRSV,HRSV_4,SH,0.20575,0.014,0.1544408
HRSV,HRSV_main,F,0.16295,0.126,0.15077645
HRSV,HRSV_main,G,0.58665,0.066,0.15077645
HRSV,HRSV_main,L,0.0915,0.477,0.15077645
HRSV,HRSV_main,M,0.03455,0.056,0.15077645
HRSV,HRSV_main,M2-1,0.2083,0.043,0.15077645
HRSV,HRSV_main,M2-2,0.61335,0.02,0.15077645
HRSV,HRSV_main,N,0.02,0.086,0.15077645
HRSV,HRSV_main,NS1,0.14695,0.031,0.15077645
HRSV,HRSV_main,NS2,0.2089,0.027,0.15077645
HRSV,HRSV_main,P,0.1556,0.053,0.15077645
HRSV,HRSV_main,SH,0.32565,0.014,0.15077645
HRSV,HRSV_sub1,F,0.19955,0.126,0.1477923
HRSV,HRSV_sub1,G,0.5866,0.066,0.1477923
HRSV,HRSV_sub1,L,0.1006,0.477,0.1477923
HRSV,HRSV_sub1,M,0.02325,0.056,0.1477923
HRSV,HRSV_sub1,M2-1,0.179,0.043,0.1477923
HRSV,HRSV_sub1,M2-2,0.5754,0.02,0.1477923
HRSV,HRSV_sub1,N,0.02285,0.086,0.1477923
HRSV,HRSV_sub1,NS1,0.03015,0.031,0.1477923
HRSV,HRSV_sub1,NS2,0.17825,0.027,0.1477923
HRSV,HRSV_sub1,P,0.0876,0.053,0.1477923
HRSV,HRSV_sub1,SH,0.22035,0.014,0.1477923
HRSV,HRSV_sub2,F,0.12875,0.126,0.1560488
HRSV,HRSV_sub2,G,0.5446,0.066,0.1560488
HRSV,HRSV_sub2,L,0.1018,0.477,0.1560488
HRSV,HRSV_sub2,M,0.10305,0.056,0.1560488
HRSV,HRSV_sub2,M2-1,0.235,0.043,0.1560488
HRSV,HRSV_sub2,M2-2,0.52025,0.02,0.1560488
HRSV,HRSV_sub2,N,0.028,0.086,0.1560488
HRSV,HRSV_sub2,NS1,0.2173,0.031,0.1560488
HRSV,HRSV_sub2,NS2,0.2521,0.027,0.1560488
HRSV,HRSV_sub2,P,0.1544,0.053,0.1560488
HRSV,HRSV_sub2,SH,0.35065,0.014,0.1560488
HRV3,HRV3_1,C,0.266,0.041,0.158925
HRV3,HRV3_1,D,0.4554,0.077,0.158925
HRV3,HRV3_1,F,0.1066,0.112,0.158925
HRV3,HRV3_1,HN,0.1116,0.119,0.158925
HRV3,HRV3_1,L,0.0823,0.463,0.158925
HRV3,HRV3_1,M,0.1463,0.073,0.158925
HRV3,HRV3_1,N,0.1471,0.107,0.158925
HRV3,HRV3_1,P,0.3328,0.125,0.158925
HRV3,HRV3_2,C,0.4049,0.041,0.1544301
HRV3,HRV3_2,D,0.5326,0.077,0.1544301
HRV3,HRV3_2,F,0.1244,0.112,0.1544301
HRV3,HRV3_2,HN,0.1295,0.119,0.1544301
HRV3,HRV3_2,L,0.0651,0.463,0.1544301
HRV3,HRV3_2,M,0.02,0.073,0.1544301
HRV3,HRV3_2,N,0.1614,0.107,0.1544301
HRV3,HRV3_2,P,0.291,0.125,0.1544301
HRV3,HRV3_3,C,0.2487,0.041,0.1754388
HRV3,HRV3_3,D,0.3599,0.077,0.1754388
HRV3,HRV3_3,F,0.1903,0.112,0.1754388
HRV3,HRV3_3,HN,0.2006,0.119,0.1754388
HRV3,HRV3_3,L,0.1343,0.463,0.1754388
HRV3,HRV3_3,M,0.0407,0.073,0.1754388
HRV3,HRV3_3,N,0.0978,0.107,0.1754388
HRV3,HRV3_3,P,0.2959,0.125,0.1754388
HRV3,HRV3_4,C,0.6144,0.041,0.1056469
HRV3,HRV3_4,D,0.2877,0.077,0.1056469
HRV3,HRV3_4,F,0.119,0.112,0.1056469
HRV3,HRV3_4,HN,0.0685,0.119,0.1056469
HRV3,HRV3_4,L,0.0315,0.463,0.1056469
HRV3,HRV3_4,M,0.02,0.073,0.1056469
HRV3,HRV3_4,N,0.0949,0.107,0.1056469
HRV3,HRV3_4,P,0.1817,0.125,0.1056469
HRV3,HRV3_main,C,0.34455,0.041,0.155386
HRV3,HRV3_main,D,0.46645,0.077,0.155386
HRV3,HRV3_main,F,0.19845,0.112,0.155386
HRV3,HRV3_main,HN,0.1302,0.119,0.155386
HRV3,HRV3_main,L,0.06755,0.463,0.155386
HRV3,HRV3_main,M,0.04615,0.073,0.155386
HRV3,HRV3_main,N,0.11985,0.107,0.155386
HRV3,HRV3_main,P,0.3048,0.125,0.155386
HRV3,HRV3_sub1,C,0.42425,0.041,0.163742
HRV3,HRV3_sub1,D,0.499,0.077,0.163742
HRV3,HRV3_sub1,F,0.11705,0.112,0.163742
HRV3,HRV3_sub1,HN,0.13955,0.119,0.163742
HRV3,HRV3_sub1,L,0.08,0.463,0.163742
HRV3,HRV3_sub1,M,0.0273,0.073,0.163742
HRV3,HRV3_sub1,N,0.1704,0.107,0.163742
HRV3,HRV3_sub1,P,0.31825,0.125,0.163742
HRV3,HRV3_sub2,C,0.2903,0.041,0.1250707
HRV3,HRV3_sub2,D,0.3885,0.077,0.1250707
HRV3,HRV3_sub2,F,0.1289,0.112,0.1250707
HRV3,HRV3_sub2,HN,0.2281,0.119,0.1250707
HRV3,HRV3_sub2,L,0.0281,0.463,0.1250707
HRV3,HRV3_sub2,M,0.0321,0.073,0.1250707
HRV3,HRV3_sub2,N,0.1064,0.107,0.1250707
HRV3,HRV3_sub2,P,0.2345,0.125,0.1250707
HRV3,HRV3_sub3,C,0.3167,0.041,0.1493771
HRV3,HRV3_sub3,D,0.3884,0.077,0.1493771
HRV3,HRV3_sub3,F,0.1913,0.112,0.1493771
HRV3,HRV3_sub3,HN,0.0902,0.119,0.1493771
HRV3,HRV3_sub3,L,0.0832,0.463,0.1493771
HRV3,HRV3_sub3,M,0.1102,0.073,0.1493771
HRV3,HRV3_sub3,N,0.0938,0.107,0.1493771
HRV3,HRV3_sub3,P,0.2802,0.125,0.1493771
MERS,MERS_1,2-O-methyltransferase,0.1131,0.03,0.2081182
MERS,MERS_1,3CL,0.10945,0.031,0.2081182
MERS,MERS_1,Env,0.32755,0.008,0.2081182
MERS,MERS_1,Hel,0.05045,0.06,0.2081182
MERS,MERS_1,M,0.32975,0.022,0.2081182
MERS,MERS_1,N7-methyltransferase,0.15335,0.053,0.2081182
MERS,MERS_1,NS3A,0.3681,0.01,0.2081182
MERS,MERS_1,NS3B,0.2428,0.011,0.2081182
MERS,MERS_1,NS3C,0.28665,0.025,0.2081182
MERS,MERS_1,NS3D,0.13925,0.023,0.2081182
MERS,MERS_1,NendoU,0.22085,0.034,0.2081182
MERS,MERS_1,ORF8b,1.86645,0.011,0.2081182
MERS,MERS_1,PLpro,0.16265,0.19,0.2081182
MERS,MERS_1,RdRp,0.032,0.094,0.2081182
MERS,MERS_1,S,0.11,0.136,0.2081182
MERS,MERS_1,capsid,0.20205,0.042,0.2081182
MERS,MERS_1,nsp1,0.16905,0.019,0.2081182
MERS,MERS_1,nsp10,0.26195,0.014,0.2081182
MERS,MERS_1,nsp11,49,0.001,0.2081182
MERS,MERS_1,nsp2,0.1551,0.066,0.2081182
MERS,MERS_1,nsp4,0.1168,0.051,0.2081182
MERS,MERS_1,nsp6,0.1599,0.029,0.2081182
MERS,MERS_1,nsp7,0.02,0.008,0.2081182
MERS,MERS_1,nsp8,0.0455,0.02,0.2081182
MERS,MERS_1,nsp9,0.0368,0.011,0.2081182
MERS,MERS_main,2-O-methyltransferase,0.0602,0.03,0.2664087
MERS,MERS_main,3CL,0.1162,0.031,0.2664087
MERS,MERS_main,Env,1.18315,0.008,0.2664087
MERS,MERS_main,Hel,0.05795,0.06,0.2664087
MERS,MERS_main,M,0.27365,0.022,0.2664087
MERS,MERS_main,N7-methyltransferase,0.16025,0.053,0.2664087
MERS,MERS_main,NS3A,0.5251,0.01,0.2664087
MERS,MERS_main,NS3B,0.31765,0.011,0.2664087
MERS,MERS_main,NS3C,0.4621,0.025,0.2664087
MERS,MERS_main,NS3D,0.2688,0.023,0.2664087
MERS,MERS_main,NendoU,0.3195,0.034,0.2664087
MERS,MERS_main,ORF8b,3.39875,0.011,0.2664087
MERS,MERS_main,PLpro,0.2081,0.19,0.2664087
MERS,MERS_main,RdRp,0.0636,0.094,0.2664087
MERS,MERS_main,S,0.1206,0.136,0.2664087
MERS,MERS_main,capsid,0.2233,0.042,0.2664087
MERS,MERS_main,nsp1,0.20135,0.019,0.2664087
MERS,MERS_main,nsp10,0.21805,0.014,0.2664087
MERS,MERS_main,nsp11,49,0.001,0.2664087
MERS,MERS_main,nsp2,0.20555,0.066,0.2664087
MERS,MERS_main,nsp4,0.13545,0.051,0.2664087
MERS,MERS_main,nsp6,0.27845,0.029,0.2664087
MERS,MERS_main,nsp7,0.1034,0.008,0.2664087
MERS,MERS_main,nsp8,0.10215,0.02,0.2664087
MERS,MERS_main,nsp9,0.02,0.011,0.2664087
MERS,MERS_sub1,2-O-methyltransferase,0.0966,0.03,0.20471655
MERS,MERS_sub1,3CL,0.1062,0.031,0.20471655
MERS,MERS_sub1,Env,0.3195,0.008,0.20471655
MERS,MERS_sub1,Hel,0.0446,0.06,0.20471655
MERS,MERS_sub1,M,0.3298,0.022,0.20471655
MERS,MERS_sub1,N7-methyltransferase,0.1512,0.053,0.20471655
MERS,MERS_sub1,NS3A,0.3695,0.01,0.20471655
MERS,MERS_sub1,NS3B,0.24405,0.011,0.20471655
MERS,MERS_sub1,NS3C,0.2739,0.025,0.20471655
MERS,MERS_sub1,NS3D,0.14095,0.023,0.20471655
MERS,MERS_sub1,NendoU,0.23,0.034,0.20471655
MERS,MERS_sub1,ORF8b,1.54035,0.011,0.20471655
MERS,MERS_sub1,PLpro,0.16135,0.19,0.20471655
MERS,MERS_sub1,RdRp,0.03475,0.094,0.20471655
MERS,MERS_sub1,S,0.10175,0.136,0.20471655
MERS,MERS_sub1,capsid,0.2108,0.042,0.20471655
MERS,MERS_sub1,nsp1,0.1742,0.019,0.20471655
MERS,MERS_sub1,nsp10,0.2423,0.014,0.20471655
MERS,MERS_sub1,nsp11,49,0.001,0.20471655
MERS,MERS_sub1,nsp2,0.1819,0.066,0.20471655
MERS,MERS_sub1,nsp4,0.1231,0.051,0.20471655
MERS,MERS_sub1,nsp6,0.1585,0.029,0.20471655
MERS,MERS_sub1,nsp7,0.02,0.008,0.20471655
MERS,MERS_sub1,nsp8,0.05265,0.02,0.20471655
MERS,MERS_sub1,nsp9,0.0348,0.011,0.20471655
MERS,MERS_sub2,2-O-methyltransferase,0.1104,0.03,0.2497077
MERS,MERS_sub2,3CL,0.095,0.031,0.2497077
MERS,MERS_sub2,Env,0.1238,0.008,0.2497077
MERS,MERS_sub2,Hel,0.0705,0.06,0.2497077
MERS,MERS_sub2,M,0.2657,0.022,0.2497077
MERS,MERS_sub2,N7-methyltransferase,0.1805,0.053,0.2497077
MERS,MERS_sub2,NS3A,0.7081,0.01,0.2497077
MERS,MERS_sub2,NS3B,0.3927,0.011,0.2497077
MERS,MERS_sub2,NS3C,0.4988,0.025,0.2497077
MERS,MERS_sub2,NS3D,0.0404,0.023,0.2497077
MERS,MERS_sub2,NendoU,0.1254,0.034,0.2497077
MERS,MERS_sub2,ORF8b,3.9805,0.011,0.2497077
MERS,MERS_sub2,PLpro,0.1059,0.19,0.2497077
MERS,MERS_sub2,RdRp,0.0896,0.094,0.2497077
MERS,MERS_sub2,S,0.1695,0.136,0.2497077
MERS,MERS_sub2,capsid,0.3587,0.042,0.2497077
MERS,MERS_sub2,nsp1,0.3681,0.019,0.2497077
MERS,MERS_sub2,nsp10,0.05,0.014,0.2497077
MERS,MERS_sub2,nsp11,49,0.001,0.2497077
MERS,MERS_sub2,nsp2,0.1841,0.066,0.2497077
MERS,MERS_sub2,nsp4,0.0941,0.051,0.2497077
MERS,MERS_sub2,nsp6,0.1722,0.029,0.2497077
MERS,MERS_sub2,nsp7,0.2879,0.008,0.2497077
MERS,MERS_sub2,nsp8,0.1074,0.02,0.2497077
MERS,MERS_sub2,nsp9,0.02,0.011,0.2497077
MMV,MMV_1,C,1.0625,0.04,0.1645973
MMV,MMV_1,F,0.1228,0.117,0.1645973
MMV,MMV_1,H,0.2049,0.131,0.1645973
MMV,MMV_1,L,0.1028,0.463,0.1645973
MMV,MMV_1,M,0.04,0.071,0.1645973
MMV,MMV_1,N,0.0605,0.111,0.1645973
MMV,MMV_1,P,0.1583,0.107,0.1645973
MMV,MMV_1,V,0.3767,0.064,0.1645973
MMV,MMV_2,C,0.6713,0.04,0.2117978
MMV,MMV_2,F,0.2068,0.117,0.2117978
MMV,MMV_2,H,0.2533,0.131,0.2117978
MMV,MMV_2,L,0.1168,0.463,0.2117978
MMV,MMV_2,M,0.1404,0.071,0.2117978
MMV,MMV_2,N,0.0667,0.111,0.2117978
MMV,MMV_2,P,0.3568,0.107,0.2117978
MMV,MMV_2,V,0.6258,0.064,0.2117978
MMV,MMV_3,C,0.4587,0.04,0.1871636
MMV,MMV_3,F,0.168,0.117,0.1871636
MMV,MMV_3,H,0.223,0.131,0.1871636
MMV,MMV_3,L,0.1002,0.463,0.1871636
MMV,MMV_3,M,0.1252,0.071,0.1871636
MMV,MMV_3,N,0.0525,0.111,0.1871636
MMV,MMV_3,P,0.3387,0.107,0.1871636
MMV,MMV_3,V,0.6578,0.064,0.1871636
MMV,MMV_4,C,0.5866,0.04,0.2482376
MMV,MMV_4,F,0.2773,0.117,0.2482376
MMV,MMV_4,H,0.2152,0.131,0.2482376
MMV,MMV_4,L,0.1226,0.463,0.2482376
MMV,MMV_4,M,0.1402,0.071,0.2482376
MMV,MMV_4,N,0.4224,0.111,0.2482376
MMV,MMV_4,P,0.3886,0.107,0.2482376
MMV,MMV_4,V,0.5417,0.064,0.2482376
MMV,MMV_main,C,0.5235,0.04,0.3309789
MMV,MMV_main,F,0.2637,0.117,0.3309789
MMV,MMV_main,H,0.3689,0.131,0.3309789
MMV,MMV_main,L,0.2159,0.463,0.3309789
MMV,MMV_main,M,0.2217,0.071,0.3309789
MMV,MMV_main,N,0.2678,0.111,0.3309789
MMV,MMV_main,P,0.5427,0.107,0.3309789
MMV,MMV_main,V,0.9645,0.064,0.3309789
MMV,MMV_sub1,C,0.4568,0.04,0.23999485
MMV,MMV_sub1,F,0.1688,0.117,0.23999485
MMV,MMV_sub1,H,0.2552,0.131,0.23999485
MMV,MMV_sub1,L,0.1781,0.463,0.23999485
MMV,MMV_sub1,M,0.19245,0.071,0.23999485
MMV,MMV_sub1,N,0.2583,0.111,0.23999485
MMV,MMV_sub1,P,0.32575,0.107,0.23999485
MMV,MMV_sub1,V,0.52865,0.064,0.23999485
MMV,MMV_sub2,C,0.5204,0.04,0.1853695
MMV,MMV_sub2,F,0.1428,0.117,0.1853695
MMV,MMV_sub2,H,0.1342,0.131,0.1853695
MMV,MMV_sub2,L,0.1163,0.463,0.1853695
MMV,MMV_sub2,M,0.1534,0.071,0.1853695
MMV,MMV_sub2,N,0.0716,0.111,0.1853695
MMV,MMV_sub2,P,0.3386,0.107,0.1853695
MMV,MMV_sub2,V,0.6363,0.064,0.1853695
MMV,MMV_sub3,C,0.6862,0.04,0.2196245
MMV,MMV_sub3,F,0.2545,0.117,0.2196245
MMV,MMV_sub3,H,0.3373,0.131,0.2196245
MMV,MMV_sub3,L,0.1149,0.463,0.2196245
MMV,MMV_sub3,M,0.1414,0.071,0.2196245
MMV,MMV_sub3,N,0.0747,0.111,0.2196245
MMV,MMV_sub3,P,0.2522,0.107,0.2196245
